7,42.85714286,0.0,42.84,0.0,1,0,0,0,-5,False,False,False,False,False,False,True,False,False,False,True
6,0.0,0.0,64.3,0.064850843,0,0,0,771,-3,False,True,False,False,False,False,False,False,False,True,False
41,39.02439024,2.43902439,79.83,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
43,67.44186047,6.976744186,191.89,0.012820513,0,0,0,312,0,False,False,False,False,False,True,False,False,False,False,True
2,50.0,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
37,2.702702703,2.702702703,29.8,0.0,1,0,0,0,-10,False,False,False,False,False,True,False,True,False,False,False
46,15.2173913,2.173913043,121.18,0.0,0,0,0,0,-74,False,False,False,False,False,True,False,False,True,False,False
41,9.756097561,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False
45,2.222222222,2.222222222,59.82,0.034482759,0,0,0,87,-294,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0.0,61.12,0.153846154,0,0,0,13,-4,False,False,False,False,True,False,False,False,False,True,False
19,26.31578947,5.263157895,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0.0,51.54,0.0,1,0,0,0,-30,False,True,False,False,False,False,False,False,True,False,False
22,86.36363636,9.090909091,47.04,0.0,1,0,0,0,-59,False,False,False,False,False,True,False,False,False,False,True
19,10.52631579,5.263157895,40.02,0.0,1,1,1,0,0,False,False,False,False,False,False,True,False,False,False,True
51,100.0,21.56862745,94.16,0.040433925,1,1,0,1014,-69,False,False,False,False,True,False,False,False,False,True,False
40,85.0,47.5,77.27,0.037891269,0,0,0,607,-78,True,False,False,False,False,False,False,False,True,False,False
41,4.87804878,2.43902439,43.99,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
29,3.448275862,3.448275862,29.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
36,0.0,0.0,36.45,0.0,0,0,0,0,5,False,False,False,True,False,False,False,False,False,False,True
7,85.71428571,0.0,31.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
34,100.0,8.823529412,58.27,0.090909091,1,0,0,198,-1,False,False,False,False,False,True,False,False,False,True,False
36,0.0,0.0,176.26,0.0,1,0,0,0,-15,False,False,False,False,False,True,False,False,True,False,False
32,9.375,0.0,74.41,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
16,0.0,0.0,65.69,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
46,2.173913043,0.0,60.16,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
26,42.30769231,7.692307692,35.02,0.0,1,0,0,0,-29,False,False,False,False,False,True,False,False,False,True,False
28,10.71428571,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
44,9.090909091,4.545454545,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
10,40.0,10.0,68.92,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
69,10.14492754,2.898550725,34.24,0.159398496,1,1,0,665,-45,True,False,False,False,False,False,False,False,True,False,False
30,33.33333333,6.666666667,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
45,2.222222222,2.222222222,41.96,0.0,0,0,0,0,-1,False,False,False,False,False,True,False,False,False,True,False
12,41.66666667,25.0,29.0,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
30,6.666666667,3.333333333,101.12,0.0,0,0,0,0,-164,False,False,False,False,False,True,False,False,False,True,False
4,100.0,25.0,36.98,0.082352941,1,1,0,85,-21,False,False,False,False,False,False,True,False,False,False,True
44,45.45454545,0.0,69.66,0.039215686,0,0,0,153,0,False,False,False,False,True,False,False,False,False,True,False
0,0.0,0.0,74.68,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
22,27.27272727,0.0,35.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
58,43.10344828,3.448275862,65.77,0.058122206,0,0,0,671,-1,False,False,False,False,False,False,True,False,False,True,False
44,4.545454545,0.0,29.41,0.0,0,0,0,0,-83,False,False,False,False,False,False,True,False,False,True,False
28,82.14285714,7.142857143,87.2,0.006696429,0,0,0,448,39,False,False,False,True,False,False,False,False,False,False,True
1,100.0,100.0,40.02,0.0,1,0,0,0,-2,False,False,False,False,True,False,False,False,False,True,False
60,11.66666667,5.0,61.99,0.077966102,0,0,0,295,-19,False,False,False,False,False,True,False,False,True,False,False
49,4.081632653,4.081632653,83.11,0.004873294,0,0,0,1026,-31,True,False,False,False,False,False,False,False,False,True,False
48,6.25,2.083333333,50.64,0.071428571,1,0,0,42,0,False,False,False,False,False,True,False,False,True,False,False
39,10.25641026,0.0,40.0,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
34,32.35294118,8.823529412,52.34,0.069767442,1,0,0,43,0,False,False,False,False,False,False,True,False,False,False,True
29,13.79310345,0.0,76.15,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
23,30.43478261,8.695652174,31.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
33,18.18181818,3.03030303,39.58,0.0,0,0,0,0,-2,False,False,False,False,False,True,False,False,False,True,False
41,97.56097561,2.43902439,136.08,0.080645161,1,1,1,62,0,False,True,False,False,False,False,False,False,True,False,False
38,13.15789474,10.52631579,32.63,0.0,1,0,0,0,-35,False,False,False,False,False,True,False,False,True,False,False
24,8.333333333,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
45,6.666666667,0.0,91.0,0.035714286,0,0,0,56,0,False,False,False,False,False,True,False,False,False,False,True
38,13.15789474,2.631578947,155.05,0.121212121,1,0,0,33,-9,False,False,False,False,False,False,True,False,False,True,False
0,0.0,0.0,30.27,0.0,0,0,0,0,-1,False,False,False,False,False,False,True,False,True,False,False
0,0.0,0.0,32.24,0.0,0,0,0,0,-44,False,False,False,False,False,False,True,False,False,True,False
40,22.5,2.5,50.72,0.0,1,0,0,0,-19,False,False,True,False,False,False,False,True,False,False,False
0,0.0,0.0,56.25,0.0,0,0,0,0,-65,False,False,False,False,True,False,False,False,True,False,False
38,60.52631579,34.21052632,51.13,0.041958042,1,0,0,143,-20,False,True,False,False,False,False,False,False,False,True,False
42,19.04761905,16.66666667,24.8,0.0,1,0,0,0,-2,True,False,False,False,False,False,False,False,True,False,False
31,16.12903226,3.225806452,56.44,0.285714286,1,1,0,7,0,False,False,False,False,False,True,False,False,True,False,False
11,81.81818182,18.18181818,39.97,0.0,1,1,0,0,0,False,False,False,False,False,False,True,False,True,False,False
20,90.0,15.0,38.96,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
27,37.03703704,11.11111111,35.0,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
39,23.07692308,5.128205128,40.02,0.0,1,1,0,0,0,False,False,False,False,False,False,True,False,True,False,False
49,46.93877551,20.40816327,47.03,0.058181818,0,0,0,825,0,True,False,False,False,False,False,False,False,True,False,False
43,30.23255814,16.27906977,44.65,0.078947368,1,0,0,76,0,False,False,False,False,True,False,False,False,True,False,False
17,0.0,0.0,86.48,0.010638298,0,0,0,188,-115,False,False,False,False,True,False,False,False,False,True,False
9,33.33333333,11.11111111,31.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
16,0.0,0.0,67.57,0.0,0,0,0,0,-14,True,False,False,False,False,False,False,False,False,True,False
22,81.81818182,4.545454545,49.07,0.0,1,0,0,0,-2,True,False,False,False,False,False,False,False,True,False,False
32,15.625,9.375,38.44,0.133333333,1,1,0,15,-49,False,False,False,False,True,False,False,False,False,True,False
36,8.333333333,2.777777778,39.97,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0.0,60.98,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
33,87.87878788,42.42424242,53.56,0.022371365,0,0,0,447,-5,False,True,False,False,False,False,False,False,False,True,False
0,0.0,0.0,34.42,0.058968059,0,0,0,407,-286,False,False,False,False,False,True,False,False,True,False,False
0,0.0,0.0,94.2,0.0,1,0,0,0,-58,False,True,False,False,False,False,False,False,False,False,True
36,19.44444444,8.333333333,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
45,66.66666667,0.0,33.44,0.092307692,0,0,0,65,-82,False,False,False,False,False,True,False,False,False,True,False
47,0.0,0.0,74.54,0.054945055,0,0,0,91,0,True,False,False,False,False,False,False,False,False,True,False
43,23.25581395,0.0,51.53,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
27,3.703703704,0.0,37.88,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
38,18.42105263,13.15789474,44.03,0.0,1,0,0,0,-33,False,True,False,False,False,False,False,False,False,False,True
